Unnamed: 0	fuzzy_match	canonical
1683	Dr. john christy of the earth system science laboratory at the university of alabama-huntsville	John Christy
1684	John christy, a climate scientist at the university of alabama-huntsville	John Christy
1685	Nasa award-winning scientist john christy	John Christy
1686	Professor john christy of the university of alabama in huntsville	John Christy
1687	christy and his colleague roy spencer	Roy Spencer
1688	climate researcher roy spencer	Roy Spencer
1689	dr. roy spencer	Roy Spencer
1690	dr. roy spencer, a former nasa scientist and author of climate confusion	Roy Spencer
1691	instance, climate scientists david legates and roy spencer	Roy Spencer
1692	john christie and roy spencer	Roy Spencer
1693	roy spencer	Roy Spencer
1694	roy w. spencer	Roy Spencer
1695	university of alabama at huntsville research scientist roy spencer	Roy Spencer
1696	Christy and his colleague roy spencer	Roy Spencer
1697	Climate researcher roy spencer	Roy Spencer
1698	Dr. roy spencer	Roy Spencer
1699	Dr. roy spencer, a former nasa scientist and author of climate confusion	Roy Spencer
1700	Instance, climate scientists david legates and roy spencer	Roy Spencer
1701	John christie and roy spencer	Roy Spencer
1702	Roy spencer	Roy Spencer
1703	Roy w. spencer	Roy Spencer
1704	University of alabama at huntsville research scientist roy spencer	Roy Spencer
1705	barrasso	John Barrasso
1706	sen. john barrasso	John Barrasso
1707	sen. john barrasso (r-wy), current chair of the senate environment and public works committee	John Barrasso
1708	Barrasso	John Barrasso
1709	Sen. john barrasso	John Barrasso
1710	Sen. john barrasso (r-wy), current chair of the senate environment and public works committee	John Barrasso
1711	co-founder patrick moore	Patrick Moore
1712	dr. patrick moore	Patrick Moore
1713	greenpeace co-founder dr. patrick moore	Patrick Moore
1714	patrick moore	Patrick Moore
1715	patrick moore  	Patrick Moore
1716	patrick moore's	Patrick Moore
1717	Co-founder patrick moore	Patrick Moore
1718	Dr. patrick moore	Patrick Moore
1719	Greenpeace co-founder dr. patrick moore	Patrick Moore
1720	Patrick moore	Patrick Moore
1721	Patrick moore  	Patrick Moore
1722	Patrick moore's	Patrick Moore
1723	beck	Glenn Beck
1724	glenn beck	Glenn Beck
1725	Beck	Glenn Beck
1726	Glenn beck	Glenn Beck
1727	pollak	Joel B. Pollak
1728	Pollak	Joel B. Pollak
1729	""" santorum"	Rick Santorum
1730	others, such as former sen. rick santorum, r-pa	Rick Santorum
1731	republican presidential candidate rick santorum	Rick Santorum
1732	republican presidential contender rick santorum	Rick Santorum
1733	rick santorum	Rick Santorum
1734	santorum	Rick Santorum
1735	santorum of pennsylvania	Rick Santorum
1736	Others, such as former sen. rick santorum, r-pa	Rick Santorum
1737	Republican presidential candidate rick santorum	Rick Santorum
1738	Republican presidential contender rick santorum	Rick Santorum
1739	Rick santorum	Rick Santorum
1740	Santorum	Rick Santorum
1741	Santorum of pennsylvania	Rick Santorum
1742	douthat	Ross Douthat
1743	Douthat	Ross Douthat
1744	meadows	Mark Meadows
1745	Meadows	Mark Meadows
1746	anthony watts	Anthony Watts
1747	meteorologist anthony watts	Anthony Watts
1748	watts	Watts Up With That?
1749	Anthony watts	Anthony Watts
1750	Meteorologist anthony watts	Anthony Watts
1751	Watts	Watts Up With That?
1752	new house ways and means chairman paul ryan	Paul Ryan
1753	New house ways and means chairman paul ryan	Paul Ryan
1754	farage	Nigel Farage
1755	ukip leader nigel farage	Nigel Farage
1756	Farage	Nigel Farage
1757	Ukip leader nigel farage	Nigel Farage
1758	bernhardt	David Bernhardt
1759	david bernhardt	David Bernhardt
1760	interior secretary david bernhardt	David Bernhardt
1761	Bernhardt	David Bernhardt
1762	David bernhardt	David Bernhardt
1763	Interior secretary david bernhardt	David Bernhardt
1764	Bjørn Lomborg	Bjorn Lomborg
1765	an article from mr. (bjorn) lomborg ... from the copenhagen institute	Bjorn Lomborg
1766	bjorn lomborg	Bjorn Lomborg
1767	bjørn lomborg	Bjorn Lomborg
1768	danish climate researcher dr. bjørn lomborg	Bjorn Lomborg
1769	lomberg	Bjorn Lomborg
1770	lomborg	Bjorn Lomborg
1771	professor bjorn lomborg	Bjorn Lomborg
1772	skeptical environmentalist author bjorn lomborg	Bjorn Lomborg
1773	the danish statistician bjorn lomborg	Bjorn Lomborg
1774	well-known environmental writer bjorn lomborg	Bjorn Lomborg
1775	— bjorn lomborg (@bjornlomborg)	Bjorn Lomborg
1776	borg	Bjorn Lomborg
1777	Bjørn lomborg	Bjorn Lomborg
1778	An article from mr. (bjorn) lomborg ... from the copenhagen institute	Bjorn Lomborg
1779	Bjorn lomborg	Bjorn Lomborg
1780	Danish climate researcher dr. bjørn lomborg	Bjorn Lomborg
1781	Lomberg	Bjorn Lomborg
1782	Lomborg	Bjorn Lomborg
1783	Professor bjorn lomborg	Bjorn Lomborg
1784	Skeptical environmentalist author bjorn lomborg	Bjorn Lomborg
1785	The danish statistician bjorn lomborg	Bjorn Lomborg
1786	Well-known environmental writer bjorn lomborg	Bjorn Lomborg
1787	Borg	Bjorn Lomborg
1788	climate change publisher marc morano	Marc Morano
1789	global warming critic marc morano	Marc Morano
1790	marc morano	Marc Morano
1791	marc morano of climate depot	Marc Morano
1792	morano	Marc Morano
1793	morano of climate depot	Marc Morano
1794	morano of climate depot 	Marc Morano
1795	same old same old noted climate-change skeptic marc morano	Marc Morano
1796	washington  marc morano	Marc Morano
1797	’s marc morano	Marc Morano
1798	Climate change publisher marc morano	Marc Morano
1799	Global warming critic marc morano	Marc Morano
1800	Marc morano	Marc Morano
1801	Marc morano of climate depot	Marc Morano
1802	Morano	Marc Morano
1803	Morano of climate depot	Marc Morano
1804	Morano of climate depot 	Marc Morano
1805	Same old same old noted climate-change skeptic marc morano	Marc Morano
1806	Washington  marc morano	Marc Morano
1807	mr. koch and his colleagues	David Koch
1808	“charles and david koch	David Koch
1809	Mr. koch and his colleagues	David Koch
1810	another skeptic, dr. patrick j. michaels, a climatologist at the university of virginia	Patrick Michaels
1811	climatologist patrick j. michaels	Patrick Michaels
1812	patrick j. michaels, director of the center for the study of science at the cato institute	Patrick Michaels
1813	patrick michaels, a senior fellow at the free-market cato institute, a think tank in the united states	Patrick Michaels
1814	patrick michaels, director of the center of study of science at the libertarian cato institute	Patrick Michaels
1815	Another skeptic, dr. patrick j. michaels, a climatologist at the university of virginia	Patrick Michaels
1816	Climatologist patrick j. michaels	Patrick Michaels
1817	Patrick j. michaels, director of the center for the study of science at the cato institute	Patrick Michaels
1818	Patrick michaels, a senior fellow at the free-market cato institute, a think tank in the united states	Patrick Michaels
1819	Patrick michaels, director of the center of study of science at the libertarian cato institute	Patrick Michaels
1820	"""  monckton"	Christopher Monckton
1821	christopher monckton, the viscount monckton of brenchley (uk)	Christopher Monckton
1822	lord christopher monckton	Christopher Monckton
1823	lord christopher monckton, the man who warned many this week of the treaty	Christopher Monckton
1824	monckton	Christopher Monckton
1825	Christopher monckton, the viscount monckton of brenchley (uk)	Christopher Monckton
1826	Lord christopher monckton	Christopher Monckton
1827	Lord christopher monckton, the man who warned many this week of the treaty	Christopher Monckton
1828	Monckton	Christopher Monckton
1829	booker	Christopher Booker
1830	booker –	Christopher Booker
1831	christopher booker	Christopher Booker
1832	christopher booker and richard north	Christopher Booker
1833	Booker	Christopher Booker
1834	Booker –	Christopher Booker
1835	Christopher booker	Christopher Booker
1836	Christopher booker and richard north	Christopher Booker
1837	chairman jerome powell	Jerome Powell
1838	federal reserve chair jerome powell	Jerome Powell
1839	mr. powell	Jerome Powell
1840	powell	Jerome Powell
1841	Chairman jerome powell	Jerome Powell
1842	Federal reserve chair jerome powell	Jerome Powell
1843	Mr. powell	Jerome Powell
1844	Powell	Jerome Powell
1845	mnuchin	Steve Mnuchin
1846	the us treasury secretary steven mnuchin	Steve Mnuchin
1847	treasury secretary steven mnuchin	Steve Mnuchin
1848	u.s. treasury secretary steven mnuchin	Steve Mnuchin
1849	us treasury secretary steven mnuchin	Steve Mnuchin
1850	Mnuchin	Steve Mnuchin
1851	The us treasury secretary steven mnuchin	Steve Mnuchin
1852	Treasury secretary steven mnuchin	Steve Mnuchin
1853	U.s. treasury secretary steven mnuchin	Steve Mnuchin
1854	Us treasury secretary steven mnuchin	Steve Mnuchin
1855	matt ridley	Matt Ridley
1856	ridley	Matt Ridley
1857	the rational optimist” ridley	Matt Ridley
1858	this piece by matt ridley	Matt Ridley
1859	Matt ridley	Matt Ridley
1860	Ridley	Matt Ridley
1861	The rational optimist” ridley	Matt Ridley
1862	This piece by matt ridley	Matt Ridley
1863	dr. roger pielke	Roger Pielke Jr.
1864	pielke	Roger A. Pielke Jr.
1865	university of colorado prof. roger pielke jr.	Roger Pielke Jr.
1866	university of colorado professor roger pielke	Roger Pielke Jr.
1867	Dr. roger pielke	Roger Pielke Jr.
1868	Pielke	Roger A. Pielke Jr.
1869	University of colorado prof. roger pielke jr.	Roger Pielke Jr.
1870	University of colorado professor roger pielke	Roger Pielke Jr.
1871	junkscience’s steve milloy	Steve Milloy
1872	milloy	Steve Milloy
1873	milloy’s	Steve Milloy
1874	steve milloy editor and founder of junkscience.com	Steve Milloy
1875	Junkscience’s steve milloy	Steve Milloy
1876	Milloy	Steve Milloy
1877	Milloy’s	Steve Milloy
1878	Steve milloy editor and founder of junkscience.com	Steve Milloy
1879	breitbart columnist james delingpole	James Delingpole
1880	delingpole	James Delingpole
1881	james delingpole	James Delingpole
1882	popular commentator james delingpole with the telegraph	James Delingpole
1883	Breitbart columnist james delingpole	James Delingpole
1884	Delingpole	James Delingpole
1885	James delingpole	James Delingpole
1886	Popular commentator james delingpole with the telegraph	James Delingpole
1887	authors craig d. idso, robert m. carter, and s. fred singer	Fred Singer
1888	dr. fred singer	Fred Singer
1889	’s dr. fred singer, designer of  the u.s. weather satellite system	Fred Singer
1890	Authors craig d. idso, robert m. carter, and s. fred singer	Fred Singer
1891	Dr. fred singer	Fred Singer
1892	cei senior fellow chris horner (above right)	Chris Horner
1893	chris horner	Chris Horner
1894	horner	Chris Horner
1895	senior fellow christopher c. horner	Chris Horner
1896	Christopher C. Horner	Chris Horner
1897	christopher c. horner	Chris Horner
1898	christopher horner	Chris Horner
1899	 christopher horner	Chris Horner
1900	Cei senior fellow chris horner (above right)	Chris Horner
1901	Chris horner	Chris Horner
1902	Horner	Chris Horner
1903	Senior fellow christopher c. horner	Chris Horner
1904	Christopher c. horner	Chris Horner
1905	Christopher horner	Chris Horner
1906	lawson	Nigel Lawson
1907	mr. lawson	Nigel Lawson
1908	nigel lawson	Nigel Lawson
1909	Lawson	Nigel Lawson
1910	Mr. lawson	Nigel Lawson
1911	Nigel lawson	Nigel Lawson
1912	plimer	Ian Plimer
1913	Plimer	Ian Plimer
1914	benny peiser	Benny Peiser
1915	dr benny pieser, director of the sceptical global warming policy foundation	Benny Peiser
1916	dr peiser	Benny Peiser
1917	dr. benny peiser with the global warming policy foundation	Benny Peiser
1918	peiser	Benny Peiser
1919	Benny peiser	Benny Peiser
1920	Dr benny pieser, director of the sceptical global warming policy foundation	Benny Peiser
1921	Dr peiser	Benny Peiser
1922	Dr. benny peiser with the global warming policy foundation	Benny Peiser
1923	Peiser	Benny Peiser
1924	allen	Wayne Allyn Root
1925	Allen	Wayne Allyn Root
1926	bevin	Matt Bevin
1927	Bevin	Matt Bevin
1928	massie	Thomas Massie
1929	rep. thomas massie	Thomas Massie
1930	Massie	Thomas Massie
1931	Rep. thomas massie	Thomas Massie
1932	amin	Naomi Seibt
1933	german youtube star naomi seibt	Naomi Seibt
1934	naomi seibt	Naomi Seibt
1935	seibt	Naomi Seibt
1936	Amin	Naomi Seibt
1937	German youtube star naomi seibt	Naomi Seibt
1938	Naomi seibt	Naomi Seibt
1939	Seibt	Naomi Seibt
1940	quirk	Tom Quirk
1941	Quirk	Tom Quirk
1942	cramer	Kevin Cramer
1943	kevin cramer, a congressman and potential energy secretary	Kevin Cramer
1944	rep. kelly armstrong and sens. john hoeven and kevin cramer, all republicans	Kevin Cramer
1945	representative kevin cramer, republican of north dakota and an early supporter of mr. trump	Kevin Cramer
1946	sen. kevin cramer	Kevin Cramer
1947	Cramer	Kevin Cramer
1948	Kevin cramer, a congressman and potential energy secretary	Kevin Cramer
1949	Rep. kelly armstrong and sens. john hoeven and kevin cramer, all republicans	Kevin Cramer
1950	Representative kevin cramer, republican of north dakota and an early supporter of mr. trump	Kevin Cramer
1951	Sen. kevin cramer	Kevin Cramer
1952	hayward	Steven F. Hayward
1953	Hayward	Steven F. Hayward
1954	pell	George Pell
1955	Pell	George Pell
1956	wicker	Roger Wicker
1957	Wicker	Roger Wicker
1958	dan kish of the energy research institute	Institute for Energy Research
1959	dan simmons, state affairs director at the institute for energy research, cap-and-trade	Institute for Energy Research
1960	robert murphy, an economist with the institute for energy research	Institute for Energy Research
1961	thomas j. pyle of the institute for energy research	Institute for Energy Research
1962	thomas j. pyle, president of the institute for energy research, a think tank that supports fossil fuels	Institute for Energy Research
1963	travis fisher, a former official with the koch brothers-funded institute for energy research….was	Institute for Energy Research
1964	Dan kish of the energy research institute	Institute for Energy Research
1965	Dan simmons, state affairs director at the institute for energy research, cap-and-trade	Institute for Energy Research
1966	Robert murphy, an economist with the institute for energy research	Institute for Energy Research
1967	Thomas j. pyle of the institute for energy research	Institute for Energy Research
1968	Thomas j. pyle, president of the institute for energy research, a think tank that supports fossil fuels	Institute for Energy Research
1969	Travis fisher, a former official with the koch brothers-funded institute for energy research….was	Institute for Energy Research
1970	coburn	Tom Coburn
1971	oklahoma republican sen. tom coburn	Tom Coburn
1972	Coburn	Tom Coburn
1973	Oklahoma republican sen. tom coburn	Tom Coburn
1974	""" coleman"	John Coleman
1975	coleman	John Coleman
1976	john coleman	John Coleman
1977	meteorologist john coleman	John Coleman
1978	weather channel founder john coleman	John Coleman
1979	Coleman	John Coleman
1980	John coleman	John Coleman
1981	Meteorologist john coleman	John Coleman
1982	Weather channel founder john coleman	John Coleman
1983	crockford	Susan J. Crockford
1984	susan crockford	Susan J. Crockford
1985	Crockford	Susan J. Crockford
1986	Susan crockford	Susan J. Crockford
1987	hanson	Pauline Hanson's One Nation
1988	Hanson	Pauline Hanson's One Nation
1989	the cornwall alliance	Cornwall Alliance
1990	The cornwall alliance	Cornwall Alliance
1991	cunningham	Walter Cunningham
1992	mr. cunningham	Walter Cunningham
1993	Cunningham	Walter Cunningham
1994	Mr. cunningham	Walter Cunningham
1995	walberg	Tim Walberg
1996	Walberg	Tim Walberg
1997	clarkson	Jeremy Clarkson
1998	Clarkson	Jeremy Clarkson
1999	bastardi	Joe Bastardi
2000	joe bastardi	Joe Bastardi
2001	well-known meteorologist joe bastardi	Joe Bastardi
2002	Bastardi	Joe Bastardi
2003	Joe bastardi	Joe Bastardi
2004	Well-known meteorologist joe bastardi	Joe Bastardi
2005	hannity	Sean Hannity
2006	Hannity	Sean Hannity
2007	dobbs	Lou Dobbs
2008	’s “lou dobbs	Lou Dobbs
2009	Dobbs	Lou Dobbs
2010	donna laframboise	Donna Laframboise
2011	laframboise	Donna Laframboise
2012	Donna laframboise	Donna Laframboise
2013	Laframboise	Donna Laframboise
2014	bernhard	Marc Bernhard
2015	Bernhard	Marc Bernhard
2016	""" john felmy, chief economist of the american petroleum institute"	American Petroleum Institute
2017	american petroleum institute downstream group director frank macchiarola	American Petroleum Institute
2018	american petroleum institute president jack gerard	American Petroleum Institute
2019	erik milito, a vice president at the american petroleum institute	American Petroleum Institute
2020	gov. john hickenlooper and american petroleum institute president jack gerard	American Petroleum Institute
2021	jack gerard, ceo of the american petroleum institute	American Petroleum Institute
2022	jack gerard, president and ceo of the american petroleum institute, a trade association	American Petroleum Institute
2023	jack gerrard, president of the american petroleum institute in washington	American Petroleum Institute
2024	the american petroleum institute	American Petroleum Institute
2025	the head of the american petroleum institute, jack gerrard	American Petroleum Institute
2026	’ longtime executive committee chairman roger sant who ironically made his fortune as the founder of power company aes which is a member of the american petroleum institute	American Petroleum Institute
2027	American petroleum institute downstream group director frank macchiarola	American Petroleum Institute
2028	American petroleum institute president jack gerard	American Petroleum Institute
2029	Erik milito, a vice president at the american petroleum institute	American Petroleum Institute
2030	Gov. john hickenlooper and american petroleum institute president jack gerard	American Petroleum Institute
2031	Jack gerard, ceo of the american petroleum institute	American Petroleum Institute
2032	Jack gerard, president and ceo of the american petroleum institute, a trade association	American Petroleum Institute
2033	Jack gerrard, president of the american petroleum institute in washington	American Petroleum Institute
2034	The american petroleum institute	American Petroleum Institute
2035	The head of the american petroleum institute, jack gerrard	American Petroleum Institute
2036	wirth	Christian Wirth
2037	Wirth	Christian Wirth
2038	schaffer	Frank Schäffler
2039	Schaffer	Frank Schäffler
2040	owens	Candace Owens
2041	Owens	Candace Owens
2042	ridd	Peter Ridd
2043	Ridd	Peter Ridd
2044	bengsston	Lennart Bengtsson
2045	bengtsson	Lennart Bengtsson
2046	lennart bengtsson	Lennart Bengtsson
2047	meteorologist lennart bengtsson	Lennart Bengtsson
2048	Bengsston	Lennart Bengtsson
2049	Bengtsson	Lennart Bengtsson
2050	Lennart bengtsson	Lennart Bengtsson
2051	Meteorologist lennart bengtsson	Lennart Bengtsson
2052	verdier	Philippe Verdier
2053	Verdier	Philippe Verdier
2054	mckitrick	Ross McKitrick
2055	research by environmental economist dr. ross mckitrick of canada’s university of guelph	Ross McKitrick
2056	Mckitrick	Ross McKitrick
2057	Research by environmental economist dr. ross mckitrick of canada’s university of guelph	Ross McKitrick
2058	steele	Michael Steele
2059	Steele	Michael Steele
2060	henderson	David Henderson
2061	Henderson	David Henderson
2062	barron's writer jim mctague	Jim Bridenstine
2063	bridenstine	Jim Bridenstine
2064	bridenstine, a former oklahoma congressman	Jim Bridenstine
2065	jim bridenstine	Jim Bridenstine
2066	mr. bridenstine	Jim Bridenstine
2067	Barron's writer jim mctague	Jim Bridenstine
2068	Bridenstine	Jim Bridenstine
2069	Bridenstine, a former oklahoma congressman	Jim Bridenstine
2070	Jim bridenstine	Jim Bridenstine
2071	Mr. bridenstine	Jim Bridenstine
2072	astrophysicist willie	Willie Soon
2073	astrophysicist willie soon of the harvard-smithsonian center for astrophysics	Willie Soon
2074	dr soon	Willie Soon
2075	harvard astronomer willie soon	Willie Soon
2076	wei-hock soon, at the harvard center for astrophysics	Willie Soon
2077	Astrophysicist willie	Willie Soon
2078	Astrophysicist willie soon of the harvard-smithsonian center for astrophysics	Willie Soon
2079	Dr soon	Willie Soon
2080	Harvard astronomer willie soon	Willie Soon
2081	Wei-hock soon, at the harvard center for astrophysics	Willie Soon
2082	hagee	John Hagee
2083	Hagee	John Hagee
2084	ben lieberman, senior energy and environment policy analyst at the heritage foundation	The Heritage Foundation
2085	david kreutzer, a senior fellow in energy economics at the heritage foundation	The Heritage Foundation
2086	heritage	The Heritage Foundation
2087	the center for data analysis at the heritage foundation	The Heritage Foundation
2088	the heritage foundation	The Heritage Foundation
2089	the heritage foundation's dynamic analysis of these economic costs	The Heritage Foundation
2090	Ben lieberman, senior energy and environment policy analyst at the heritage foundation	The Heritage Foundation
2091	David kreutzer, a senior fellow in energy economics at the heritage foundation	The Heritage Foundation
2092	Heritage	The Heritage Foundation
2093	The center for data analysis at the heritage foundation	The Heritage Foundation
2094	The heritage foundation	The Heritage Foundation
2095	The heritage foundation's dynamic analysis of these economic costs	The Heritage Foundation
2096	kraft	Rainer Kraft
2097	mr. kraft	Rainer Kraft
2098	Kraft	Rainer Kraft
2099	Mr. kraft	Rainer Kraft
2100	""" abdussamatov"	Khabibullo Abdussamatov
2101	abdussamatov	Khabibullo Abdussamatov
2102	abdussamotiv	Khabibullo Abdussamatov
2103	russian physicist habibullo abdussamatov	Khabibullo Abdussamatov
2104	Abdussamatov	Khabibullo Abdussamatov
2105	Abdussamotiv	Khabibullo Abdussamatov
2106	Russian physicist habibullo abdussamatov	Khabibullo Abdussamatov
2107	mcclintock	Tom McClintock
2108	Mcclintock	Tom McClintock
2109	moran	Jerry Moran
2110	Moran	Jerry Moran
2111	dr. giaever	Ivar Giaever
2112	dr. ivar giaever	Ivar Giaever
2113	giaever	Ivar Giaever
2114	Dr. giaever	Ivar Giaever
2115	Dr. ivar giaever	Ivar Giaever
2116	Giaever	Ivar Giaever
2117	watt	Watts Up With That?
2118	Watt	Watts Up With That?
2119	morner	Nils-Axel Mörner
2120	mörner	Nils-Axel Mörner
2121	stockholm university professor nils-axel mörner, of sweden	Nils-Axel Mörner
2122	Morner	Nils-Axel Mörner
2123	Mörner	Nils-Axel Mörner
2124	Stockholm university professor nils-axel mörner, of sweden	Nils-Axel Mörner
2125	vittori	Vittorio Feltri
2126	Vittori	Vittorio Feltri
2127	blankenship	Don Blankenship
2128	Blankenship	Don Blankenship
2129	montford	Andrew Montford
2130	Montford	Andrew Montford
2131	.will	George Will
2132	george	George Will
2133	george will	George Will
2134	– conservative columnist george will	George Will
2135	George	George Will
2136	George will	George Will
2137	roth	Rot op met je milieu
2138	rotor	Rot op met je milieu
2139	rotz	Rot op met je milieu
2140	shell spokeswoman kelly op de weegh	Rot op met je milieu
2141	the met office can't explain the standstill and are working hard to do so	Rot op met je milieu
2142	the met response refers to a warming “trend	Rot op met je milieu
2143	the uk met office, its national weather service	Rot op met je milieu
2144	Roth	Rot op met je milieu
2145	Rotor	Rot op met je milieu
2146	Rotz	Rot op met je milieu
2147	Shell spokeswoman kelly op de weegh	Rot op met je milieu
2148	The met office can't explain the standstill and are working hard to do so	Rot op met je milieu
2149	The met response refers to a warming “trend	Rot op met je milieu
2150	The uk met office, its national weather service	Rot op met je milieu
2151	barr	Andy Barr
2152	Barr	Andy Barr
2153	""" burt"	Burt Rutan
2154	burt	Burt Rutan
2155	rutan	Burt Rutan
2156	ruttan	Burt Rutan
2157	Burt	Burt Rutan
2158	Rutan	Burt Rutan
2159	Ruttan	Burt Rutan
2160	hartl	Vicky Hartzler
2161	hartz	Vicky Hartzler
2162	Hartl	Vicky Hartzler
2163	Hartz	Vicky Hartzler
2164	gohmert	Louie Gohmert
2165	republican rep. louie gohmert of texas	Louie Gohmert
2166	Gohmert	Louie Gohmert
2167	Republican rep. louie gohmert of texas	Louie Gohmert
2168	deming	David Deming
2169	dr. david deming	David Deming
2170	Deming	David Deming
2171	Dr. david deming	David Deming
2172	stewart	Chris Stewart
2173	Stewart	Chris Stewart
2174	its ceo, lee raymond	Lee Raymond
2175	lee raymond	Lee Raymond
2176	professor lee, of the national centre for atmospheric science at york university	Lee Raymond
2177	raymond	Lee Raymond
2178	Its ceo, lee raymond	Lee Raymond
2179	Lee raymond	Lee Raymond
2180	Professor lee, of the national centre for atmospheric science at york university	Lee Raymond
2181	Raymond	Lee Raymond
2182	mandel	Josh Mandel
2183	mandell	Josh Mandel
2184	Mandel	Josh Mandel
2185	Mandell	Josh Mandel
2186	blackburn	Marsha Blackburn
2187	mr. blackburn	Marsha Blackburn
2188	Blackburn	Marsha Blackburn
2189	Mr. blackburn	Marsha Blackburn
2190	drago	Fernando Sánchez Dragó
2191	fernandes	Fernando Sánchez Dragó
2192	fernandez	Fernando Sánchez Dragó
2193	sanchez	Fernando Sánchez Dragó
2194	sánchez	Fernando Sánchez Dragó
2195	Drago	Fernando Sánchez Dragó
2196	Fernandes	Fernando Sánchez Dragó
2197	Fernandez	Fernando Sánchez Dragó
2198	Sanchez	Fernando Sánchez Dragó
2199	Sánchez	Fernando Sánchez Dragó
2200	green	Mark E. Green
2201	Green	Mark E. Green
2202	issa	Darrell Issa
2203	mr. issa	Darrell Issa
2204	Issa	Darrell Issa
2205	Mr. issa	Darrell Issa
2206	bucshon	Larry Bucshon
2207	Bucshon	Larry Bucshon
2208	cain	Herman Cain
2209	herman	Herman Cain
2210	hermann	Herman Cain
2211	Cain	Herman Cain
2212	Herman	Herman Cain
2213	Hermann	Herman Cain
2214	some scientists, like san francisco-based jan null	Jan Breslow
2215	Some scientists, like san francisco-based jan null	Jan Breslow
2216	lutz	Bob Lutz
2217	Lutz	Bob Lutz
2218	steffen	Steffen Kotré
2219	steffens	Steffen Kotré
2220	the other two drone pilots arrested on friday morning as marko and steffen	Steffen Kotré
2221	Steffen	Steffen Kotré
2222	Steffens	Steffen Kotré
2223	The other two drone pilots arrested on friday morning as marko and steffen	Steffen Kotré
2224	hosking	Mike Hosking
2225	Hosking	Mike Hosking
2226	dr. richard tol	Richard Tol
2227	richard	Richard Tol
2228	richard tol	Richard Tol
2229	richard tol, a professor at the university of sussex	Richard Tol
2230	university of sussex economist richard tol	Richard Tol
2231	Dr. richard tol	Richard Tol
2232	Richard	Richard Tol
2233	Richard tol	Richard Tol
2234	Richard tol, a professor at the university of sussex	Richard Tol
2235	University of sussex economist richard tol	Richard Tol
2236	barton	Joe Barton
2237	rep. joe barton (r-texas)	Joe Barton
2238	texas rep. joe barton	Joe Barton
2239	  barton	Joe Barton
2240	Barton	Joe Barton
2241	Rep. joe barton (r-texas)	Joe Barton
2242	Texas rep. joe barton	Joe Barton
2243	arnaldo vieira de carvalho, leader of the idb sustainable aviation biofuels initiative	Olavo de Carvalho
2244	carvalho	Olavo de Carvalho
2245	Arnaldo vieira de carvalho, leader of the idb sustainable aviation biofuels initiative	Olavo de Carvalho
2246	Carvalho	Olavo de Carvalho
2247	exxon	ExxonMobil
2248	exxon mobil	ExxonMobil
2249	exxon mobil welcomed a dialogue with shareholders	ExxonMobil
2250	exxonmobil	ExxonMobil
2251	exxonmobil and chevron	ExxonMobil
2252	exxonmobil spokesman alan jeffers	ExxonMobil
2253	exxonmobil vp kenneth cohen	ExxonMobil
2254	exxonmobil's ceo rex tillerson	ExxonMobil
2255	houston — exxon mobil	ExxonMobil
2256	mobil	ExxonMobil
2257	only to prove definitively that exxonmobil will not be swayed	ExxonMobil
2258	"the guardian ""exxonmobil"	ExxonMobil
2259	Exxon	ExxonMobil
2260	Exxon mobil	ExxonMobil
2261	Exxon mobil welcomed a dialogue with shareholders	ExxonMobil
2262	Exxonmobil	ExxonMobil
2263	Exxonmobil and chevron	ExxonMobil
2264	Exxonmobil spokesman alan jeffers	ExxonMobil
2265	Exxonmobil vp kenneth cohen	ExxonMobil
2266	Exxonmobil's ceo rex tillerson	ExxonMobil
2267	Houston — exxon mobil	ExxonMobil
2268	Mobil	ExxonMobil
2269	Only to prove definitively that exxonmobil will not be swayed	ExxonMobil
2270	"The guardian ""exxonmobil"	ExxonMobil
2271	a policy analyst for the heartland institute, which has historically received funding from the fossil fuel industry and denies climate change	The Heartland Institute
2272	both media matters and forecast the facts point to watts having associations with the heartland institute	The Heartland Institute
2273	fred palmer, energy policy senior fellow at the heartland institute	The Heartland Institute
2274	heartland	The Heartland Institute
2276	A policy analyst for the heartland institute, which has historically received funding from the fossil fuel industry and denies climate change	The Heartland Institute
2277	Both media matters and forecast the facts point to watts having associations with the heartland institute	The Heartland Institute
2278	Fred palmer, energy policy senior fellow at the heartland institute	The Heartland Institute
2279	Heartland	The Heartland Institute
2281	culberson	John Culberson
2282	Culberson	John Culberson
2283	hunter	Duncan D. Hunter
2284	Hunter	Duncan D. Hunter
2285	brian	Brian Kilmeade
2286	brian kilmeade	Brian Kilmeade
2287	Brian	Brian Kilmeade
2288	Brian kilmeade	Brian Kilmeade
2289	oliver	Oliver Janich
2290	olivier	Oliver Janich
2291	Oliver	Oliver Janich
2292	Olivier	Oliver Janich
2293	kenny	Kenny Marchant
2294	marchant	Kenny Marchant
2295	Kenny	Kenny Marchant
2296	Marchant	Kenny Marchant
2297	kelly	Michael Kelly
2298	Kelly	Michael Kelly
2299	gerard	Gerard Rennick
2300	gerrard	Gerard Rennick
2301	remnick	Gerard Rennick
2302	renwick	Gerard Rennick
2303	resnick	Gerard Rennick
2304	Gerard	Gerard Rennick
2305	Gerrard	Gerard Rennick
2306	Remnick	Gerard Rennick
2307	Renwick	Gerard Rennick
2308	Resnick	Gerard Rennick
2309	king	Matt King
2310	king’s	Matt King
2311	King	Matt King
2312	King’s	Matt King
